title,Adventure,Animation,Science Fiction,TV Movie,Fantasy,Mystery,Crime,Western,Documentary,History,Thriller,Drama,Romance,Music,War,Horror,Family,Foreign,Comedy,Action
Secret in Their Eyes,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481
Armored,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
The Man Who Knew Too Little,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991
What's Your Number?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Lockout,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Envy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Crank: High Voltage,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Bullets Over Broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086
One Night with the King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Quiet American,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
The Weather Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Undisputed,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
Ghost Town,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
12 Rounds,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
Let Me In,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
3 Ninjas Kick Back,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,4.238185598447991,4.238185598447991
Be Kind Rewind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Mrs Henderson Presents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Triple 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481
Deconstructing Harry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Three to Tango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Burnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We're No Angels,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Everyone Says I Love You,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Death Sentence,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
Everybody's Fine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Superbabies: Baby Geniuses 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0
The Man,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086
Code Name: The Cleaner,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086
Connie and Carla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Sweet Charity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,4.238185598447991,0.0
Inherent Vice,0.0,0.0,0.0,0.0,0.0,3.790748439756134,3.790748439756134,0.0,0.0,0.0,0.0,3.790748439756134,3.790748439756134,0.0,0.0,0.0,0.0,0.0,3.790748439756134,0.0
Doogal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0
Battle of the Year,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0
An American Carol,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Machete Kills,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Willard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0
Strange Wilderness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Topsy-Turvy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Little Boy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0
A Dangerous Method,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Scanner Darkly,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chasing Mavericks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alone in the Dark,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991
Bandslam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,4.238185598447991,0.0,0.0,4.238185598447991,0.0,4.238185598447991,0.0
Birth,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Most Violent Year,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passchendaele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,4.238185598447991,4.238185598447991,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0
Flash of Genius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'm Not There.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0
The Cold Light of Day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481
The Brothers Bloom,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0
"Synecdoche, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princess Mononoke,4.893835192279086,4.893835192279086,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bon voyage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0
Can't Stop the Music,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0
The Proposition,3.4604640504699136,0.0,0.0,0.0,0.0,0.0,3.4604640504699136,3.4604640504699136,0.0,0.0,3.4604640504699136,3.4604640504699136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4604640504699136
My All American,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marci X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Equilibrium,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
The Children of Huang Shi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0
The Yards,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
The Oogieloves in the Big Balloon Adventure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0
By the Sea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steamboy,0.0,4.893835192279086,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Game of Their Lives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All Good Things,0.0,0.0,0.0,0.0,0.0,3.790748439756134,3.790748439756134,0.0,0.0,0.0,3.790748439756134,3.790748439756134,3.790748439756134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rapa Nui,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ7,0.0,0.0,3.790748439756134,0.0,3.790748439756134,0.0,0.0,0.0,0.0,0.0,0.0,3.790748439756134,0.0,0.0,0.0,0.0,3.790748439756134,0.0,3.790748439756134,0.0
The Visitors II: The Corridors of Time,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Dylan Dog: Dead of Night,0.0,0.0,3.4604640504699136,0.0,0.0,3.4604640504699136,0.0,0.0,0.0,0.0,3.4604640504699136,0.0,0.0,0.0,0.0,3.4604640504699136,0.0,0.0,3.4604640504699136,3.4604640504699136
People I Know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Tempest,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regression,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
Three Kingdoms: Resurrection of the Dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Butterfly on a Wheel,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambezia,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,4.238185598447991,0.0
Ramanujan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwegons,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hands of Stone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Survivor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Frozen Ground,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Painted Veil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Baader Meinhof Complex,0.0,0.0,0.0,0.0,0.0,0.0,3.790748439756134,0.0,0.0,3.790748439756134,3.790748439756134,3.790748439756134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.790748439756134
Dances with Wolves,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad Teacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Sea of Love,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Cinderella Story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Scream,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
Thir13en Ghosts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
The Shining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Back to the Future,4.238185598447991,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,4.238185598447991,0.0
House on Haunted Hill,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
I Can Do Bad All By Myself,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Fight Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481
The Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Just Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
The Devil's Double,0.0,0.0,0.0,0.0,0.0,0.0,3.790748439756134,0.0,0.0,0.0,3.790748439756134,3.790748439756134,0.0,0.0,3.790748439756134,0.0,0.0,0.0,0.0,3.790748439756134
Thomas and the Magic Railroad,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0
The Crazies,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086
Spirited Away,4.238185598447991,4.238185598447991,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0
Firestorm,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481
The Bounty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
The Book Thief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sex Drive,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Leap Year,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
The Fall of the Roman Empire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Take Me Home Tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Won't Back Down,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Nutcracker,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,4.893835192279086,0.0,0.0,0.0
Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0
Indignation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Amityville Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
Adaptation.,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Land of the Dead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0
Out of Inferno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983
Fear and Loathing in Las Vegas,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
The Invention of Lying,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Neighbors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
The Mask,0.0,0.0,0.0,0.0,4.238185598447991,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0
Big,0.0,0.0,0.0,0.0,3.790748439756134,0.0,0.0,0.0,0.0,0.0,0.0,3.790748439756134,3.790748439756134,0.0,0.0,0.0,3.790748439756134,0.0,3.790748439756134,0.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Legally Blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Star Trek III: The Search for Spock,4.238185598447991,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
The Exorcism of Emily Rose,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0
Deuce Bigalow: Male Gigolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Left Behind,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
The Family Stone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Barbershop 2:  Back in Business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Bad Santa,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Austin Powers: International Man of Mystery,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
My Big Fat Greek Wedding 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,0.0
Diary of a Wimpy Kid: Rodrick Rules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0
Predator,4.238185598447991,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
Amadeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0
Prom Night,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Mean Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Under the Tuscan Sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Gosford Park,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
